id,content,messageType,createAt,conversationId,aditional_id
410," junto con saludar, escribe Ivonne Hidalgo, soy asesora legal de ⚖Deudas.CL⚖",agent,2025-08-11 08:41:24.969-04,50,OYCMNG1EIDXX4KPVV3JV
411,en que horario podemos coordinar un llamado el día de hoy ?,agent,2025-08-11 08:41:45.356-04,50,16658YN5L45IYVZAVCLE
412,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 15:05:22.632-04,51,V2P2WQ1GWTE4EGJD2KE4
413,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 15:05:23.226-04,51,8WQJBCY2OSNA4JPFG0FY
414,"Hola buenos días, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-11 09:18:03.844-04,51,8SN8TSMMCZOG6DZSA5NJ
415,estamos hablando,agent,2025-08-11 10:33:51.659-04,51,IY12ZR33HVGKNGJUKF38
416,"",user,2025-08-11 10:35:04.442-04,51,KSGPANGBZGFV08IJNIUN
417,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 16:30:32.591-04,52,1ZY8VVNVHW4NUMY78UZL
418,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 16:30:32.706-04,52,2X37T1EY3Z35XRLRWJG8
419,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 16:30:33.881-04,52,J0OKVYOQSSX10ALDZENL
420,Holaa,user,2025-08-10 16:31:03.011-04,52,KZO2TE7TVOL8PUPJM6WH
421,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 16:31:03.302-04,52,24S5WU1E80W0VUPU8GRA
422,"Hola buenos días, nuestro asesor *Christian Villela de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.
 
https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-11 08:30:33.981-04,52,1XFNEHAH1A3VXZRW3F56
423,Con quien tengo el gusto?,agent,2025-08-11 08:30:38.803-04,52,3ZP63JXWZKOELU67VC73
424,Hola mi nombre es yonaiker,user,2025-08-11 08:31:07.999-04,52,AWZNAPZW2HQK6DJBQ44I
425,"Hola buen día, necesitas asesoría por deudas, podemos coordinar una llamada telefónica?",agent,2025-08-11 08:32:45.73-04,52,FK28KSUPJHCKY5F6DPCO
426,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 17:10:17.692-04,53,20I2QQ5EG5U2VDVTVQX1
427,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 17:10:17.777-04,53,2E70X85BGFU1ZYFVHX0D
428,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 17:10:18.908-04,53,MXFZQUO2NY882EOQV3I5
429,"Buenos dias, soy Kay Gómez asesora legal de deudas.cl",agent,2025-08-11 08:37:17.144-04,53,OIJVME43OJZXXDA64M4C
430,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 17:39:34.041-04,54,LGNA5M8VV5UVG312EMNB
431,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 17:39:34.133-04,54,X8EAUR8C40NLLZJP4NCV
432,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 17:39:35.334-04,54,3DSDY3HWE5G6SDXUG3HL
433,Ok,user,2025-08-10 17:39:44.446-04,54,O48XXRKMB2XQ4ZACV5IC
434,"Buenos días, soy Mirko Fernández asesor legal de Deudas.cl",agent,2025-08-11 08:56:39.05-04,54,LCT0LZN2CU74QS6D556Q
435,Buen dia,user,2025-08-11 10:50:49.02-04,54,LRYLZG8UX0O0RWGXENU8
436,Tienes deudas con entidades financieras ?,agent,2025-08-11 10:51:29.664-04,54,5VZR0WAUYHVJXNFNJPHU
437,Si,user,2025-08-11 10:54:22.829-04,54,Q14Q2G2X2JETOA3GFPPY
438,Descargue el informe y debo más de 20 millones,user,2025-08-11 10:54:35.824-04,54,730YOUZW3AUUZEHQKA06
439,el de la CMF ?,agent,2025-08-11 10:54:56.529-04,54,HKDX8RECLJ5ZPCFXT6M1
440,"Me lo puedes enviar para conocer tu realidad, luego de ello coordinamos la asesoria. ",agent,2025-08-11 10:55:10.625-04,54,EYZ6HEL6V2GO4TOUSVPA
441,"",user,2025-08-11 10:59:28.23-04,54,GJ0NHG7VNUT6HN762101
442,Voy a revisar si hay demandas judiciales iniciadas por estas deudas y coordinamos la asesoria. ,agent,2025-08-11 11:03:13.483-04,54,USGM21H4O5SR381K2YKU
443,Me indicas comuna y region de cuando adquiriste las deudas para poder revisar los tribunales. ,agent,2025-08-11 11:03:43.124-04,54,7CSO883GXGC0C2VTG3PI
444,Oka,user,2025-08-11 11:03:44.252-04,54,YADE63GR085HUQ12MDPH
445,Gracias,user,2025-08-11 11:03:45.643-04,54,D8RHBB754Z3BAR5AL478
446,"",agent,2025-08-11 11:09:51.46-04,54,VS0U6E36YELJEK3CGBNQ
447,"",agent,2025-08-11 11:10:03.88-04,54,JDK1PN1O5OUUWYOV1A86
448,Eso es lo que encontre en los tribunales de Santiago al menos ,agent,2025-08-11 11:10:39.318-04,54,AU62KJ1AOVGXDEW0H12Z
449,"Avisame en que horario nos podemos comunicar para poder asesorarte, te podemos ayudar. ",agent,2025-08-11 11:10:57.71-04,54,KI5PIMGIGSGNCN3O85KZ
450,Ya,user,2025-08-11 11:11:12.155-04,54,8YH1TCP2N7S3WR4YEXGU
451,Después de las 2,user,2025-08-11 11:11:14.994-04,54,V8B8URIMYJ3J0TSABR80
452,14:30 ?,agent,2025-08-11 11:11:22.335-04,54,IXDLXREV7TWK6LQ41VNY
453,Perfecto,user,2025-08-11 11:11:37.992-04,54,IBQ484WBSLXKEVN5XRDT
454,"OK, lo coordino. ",agent,2025-08-11 11:11:46.127-04,54,GT8H13QJYS1VRX0SJY7M
455,"Hola, buenas tardes",agent,2025-08-11 14:33:47.736-04,54,ODFJI2L8KDNJ8M54CMD0
456,te llame pero me arrojo al buzon,agent,2025-08-11 14:33:54.376-04,54,37ZJWBUVLH3QIGZ0VONH
457,Hola,user,2025-08-11 14:34:27.602-04,54,EUTB61SBY18KNH88RU5X
458,Disculpa,user,2025-08-11 14:34:29.19-04,54,D74CQZLBUXDAQEFT3YSW
459,Puedes intentar,user,2025-08-11 14:34:34.327-04,54,4X8NKFVB317ZDGMD1BPA
460,Denuevo porfa,user,2025-08-11 14:34:37.505-04,54,A6C03652NA8YW5QGVHM1
461, perfecto,agent,2025-08-11 14:34:41.99-04,54,S2WM2FAFZASUJEVTLCRS
462,se corto,agent,2025-08-11 14:52:18.683-04,54,F3AT1Q4IPKM34UHNGPAC
463,"Javier, detallo los datos a solicitar para poder confeccionar el contrato de prestación de servicios, estos datos los puede enviar por este medio o a mi correo mirko.fernandez@deudas.cl
	
•	Foto por ambos lados del carnet de identidad.
•	Estado civil.
•	Dirección (incluir comuna).
•	Profesión u oficio.
•	Teléfono. 
•	Correo electrónico.
",agent,2025-08-11 14:52:34.4-04,54,NF4GO7XJJO53TAOUC0MJ
464,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 20:18:45.649-04,55,EFJF4H5KOL6N5BCXIQVM
465,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 20:18:45.735-04,55,DOLDEFURDGG4EYYMVTVX
466,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 20:18:46.804-04,55,L7ECBMM8P3XQ0P23BZOE
467,"Buen día, habla Cristóbal Serón, asesor Legal. Me indica su nombre por favor y cuál es su consulta",agent,2025-08-11 09:28:53.679-04,55,04BEI7HBTPF15NVV66NZ
468,Jacqueline Ortiz,user,2025-08-11 15:19:29.943-04,55,L0XVL2CKHIK24NC7272M
469,"Hola Jacqueline, como puedo ayudar",agent,2025-08-11 16:03:13.974-04,55,OF6F0PGYZJFTKUNMT8LC
470,es cliente o requiere asesoria por deudas?,agent,2025-08-11 16:03:38.264-04,55,50XETT8632BE4YQ0IRYZ
471,Por deuda imposiciones fonasa etc..,user,2025-08-11 16:27:40.635-04,55,J7NB87FMA4BTN0W2NDU6
472,"Hola, gracias por comunicarte con deudas.cl. 😔Lamentablemente no podemos ayudarte con esa consulta, nuestros servicios están orientados a deudas con tiendas, bancos e instituciones financieras, Ley de quiebra o Insolvencia y similares.",agent,2025-08-11 17:09:23.118-04,55,TVUXE4L5N6JVUOGDESTM
473,Ok,user,2025-08-11 17:42:33.028-04,55,OBAIC5JNKP4H4254KFQT
474,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 20:30:46.039-04,56,XBGBK6ANZP105IFM680I
475,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 20:30:46.072-04,56,FRGIRORGYMSWOJCHN11B
476,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 20:30:47.511-04,56,TIVURI7Z1BZG4RZUAPV4
477,Tengo deuda de pensión pero ahora mi ex está fallecida,user,2025-08-10 20:31:31.911-04,56,7L4JOBXC1OL4L1IMO0GQ
478,"Hola, gracias por comunicarte con deudas.cl. 😔Lamentablemente no podemos ayudarte con esa consulta, nuestros servicios están orientados a deudas con tiendas, bancos e instituciones financieras, Ley de quiebra o Insolvencia y similares.",agent,2025-08-11 09:04:57.627-04,56,DSMCD8R3YQ2QWY84BKJ0
479,Tengo deuda casas comerciales y una en banco,user,2025-08-11 09:17:55.622-04,56,40BH10TKQAXGI2TJKD1Z
480,Ase años si,user,2025-08-11 09:18:07.812-04,56,JZ3HEU2BE6ZSUL04IZG7
481,"Hola buenos días, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-11 11:49:20.156-04,56,D3OALUGTBFHIDGSVX0RU
482,"Hola, Necesito orientación jurídica a la brevedad posible.como puedo ddevolver el tag",user,2025-08-10 20:37:44.22-04,57,352X0CBB3IXGH4XYGOKY
483,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 20:37:44.299-04,57,C5FUEGWR6L2M051QIWWB
484,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 20:37:45.226-04,57,PKF4PE6MWZJ1FK8OIH5D
485,Hola  Paulina buenos días ,agent,2025-08-11 10:14:01.27-04,57,EJ2T5VNTTFR17GJBP45E
486,"junto con saludar cordialmente, te comento que mi nombre es Ivonne Hidalgo, soy asesora legal de ⚖Deudas.CL⚖",agent,2025-08-11 10:14:04.928-04,57,TZMP3H68LALE3RSRJMVM
487,requieres orientación por deudas ?,agent,2025-08-11 10:14:11.086-04,57,FTO1F2B8T88T6TCSMBWK
488,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 20:47:48.769-04,58,APT0FV4776EXTU82MN6L
489,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 20:47:48.801-04,58,8362VBPOQYZWYN7GTYDO
490,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 20:47:49.721-04,58,ZR4F0XXUWCJAMYRGDHC1
491,Con una deuda  con instituto aiep,user,2025-08-10 21:04:28.01-04,58,NIW8HXPPLXFW8J0TXRAI
492,"Y agendar una hora donde me. Puedan ayudar,precencial de ante mano muchas gracias.",user,2025-08-10 21:05:22.383-04,58,UFG3DBLXGV4VBMYJWELS
493,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 21:05:22.603-04,58,Q8GY7DQIY6VOPFJI252M
494,"Hola buenos días, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-11 09:18:13.309-04,58,7QK87JKQ6Y8TQSWESTKE
495,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 21:22:55.832-04,59,IMBHN6WT2CO6A8027OD2
496,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 21:22:55.92-04,59,GLZY0X83VFACZ06DN1F5
497,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 21:22:56.851-04,59,POPHCFUICG8OVBUCSUCF
498,"Hola buenos días, nuestro asesor *Christian Villela de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.
 
https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-11 08:29:56.795-04,59,SAA3R4BPD6036ES3KVQ6
499,Con quien tengo el gusto?,agent,2025-08-11 08:30:01.938-04,59,C8QQLRAJY4ZXLOYJUNPZ
500,Daniel paredes,user,2025-08-11 08:33:34.861-04,59,V1BGTX0X51XNBWOA1FWB
501,"",user,2025-08-11 08:39:06.465-04,59,IKE3B2XIE7MNGY2JURJW
502,"Hola Daniel buen día, podemos coordinar una llamada telefónica?",agent,2025-08-11 09:22:03.113-04,59,ML0TPS0HVJ7FINFUN8R0
503,Sii porfavor,user,2025-08-11 09:25:01.053-04,59,QKJH6F6OPYV1CCRM1CYG
504,Daniel la llamada se realiza desde el 228409000 nuestra central telefónica.,agent,2025-08-11 09:34:32.166-04,59,OM5NWC7C7A1MODEQKVSL
505,"Pero al parecer tienes bloqueadas, por que deriva a buzon.
",agent,2025-08-11 09:34:56.831-04,59,TYR1Y78MR6O62GHVK3FH
856,Prácticamente,user,2025-06-25 12:19:48.028-04,70,SHFBHSSSE8QQDHUMT6UQ
506,Que raro puede ser la señal,user,2025-08-11 09:37:47.445-04,59,7I7Y83MI4R4K6PA6QLDG
507,"",agent,2025-08-11 09:39:09.14-04,59,4TCAP5WRZ2WTGBUQLU7C
508,Chuta verificare,user,2025-08-11 09:41:01.877-04,59,PY5KNXRISE7FADP6THYA
509,👍,user,2025-08-11 09:44:44.958-04,59,VGKH0PA01VRO6Y0J12F2
510,Me comentas cuando quede habilitado para coordinar nuevamente la llamada.,agent,2025-08-11 09:45:34.256-04,59,15AA762H0EDDLTK6EPMP
511,Me parece que ahora si,user,2025-08-11 09:46:28.221-04,59,AY6HBWA5DQN8QZADD7Z6
512,"Perfecto, te llamo en un minuto.",agent,2025-08-11 09:55:05.285-04,59,V3I14DPU85FI4UNKQS78
513,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 22:12:27.959-04,60,4SPD7OTVMA0GZIA2I2WD
514,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 22:12:28.045-04,60,PGLKQKBRONNQUAGXXBEL
515,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 22:12:29.051-04,60,RXIPM0KEUALMJEHVYGZI
516,"Buenos dias, soy Kay Gómez asesora legal de deudas.cl",agent,2025-08-11 08:36:33.462-04,60,JR0KUXYGBQELNKJXWD62
517,Hola,user,2025-08-11 11:14:22.517-04,60,WMEOU527SYUTAUVGRP0Q
518,en que te puedo asesorar,agent,2025-08-11 11:14:46.762-04,60,AFFUYE5HQ614GHD1OLKQ
519,Tengo una deuda cae que compró la tgr y una deuda con la u mayor,user,2025-08-11 11:49:35.953-04,60,7NG2J8A3Z7OYQYAGLSJY
520,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-10 23:41:51.973-04,61,53NQ31G02HUA8V3UEATH
521,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-10 23:41:52.114-04,61,YVLESIEPLZL5SW4QAT1Z
522,Te asignaremos un Asesor en breves momentos,bot,2025-08-10 23:41:53.191-04,61,1QWT6D0TZO0G6NQ3R7DJ
523,"Buenos días, soy Mirko Fernández asesor legal de Deudas.cl ",agent,2025-08-11 08:56:30.932-04,61,E7JZHB5ESIHKUFKM4N45
524,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-11 05:32:29.624-04,62,6M51VUQV6B6PC7ZAREP0
525,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-11 05:32:29.936-04,62,O7KVWWWIW4IXQ0MPHWES
526,Te asignaremos un Asesor en breves momentos,bot,2025-08-11 05:32:31.036-04,62,72KYLTDS2L4NMMTFMHH8
527,Necesito asesoría,user,2025-08-11 06:00:44.844-04,62,AJWQBOMCJDLJQ88K2AH4
528,"Buen día, habla Cristóbal Serón, asesor Legal de deudas.cl",agent,2025-08-11 09:28:10.76-04,62,ERCI4LOVZC081Y51J63E
529,Me indica su nombre por favor. Entiendo requiere asesoria por deudas?,agent,2025-08-11 09:28:36.593-04,62,LINMSIBQCC116J0B7M3X
530,Claudio Antonio meza veliz,user,2025-08-11 10:21:32.072-04,62,CS5HILTVCWTOCPEM6CJA
531,Si correcto necesito asesoría por favor,user,2025-08-11 10:30:33.539-04,62,78JWII2HU5KOCKW1WI0L
532,"Hola Claudio, cuenteme como puedo ayudar",agent,2025-08-11 10:42:49.216-04,62,II6OH3YU58DU7SY6HWHA
533,"https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html
puede bajar un informe desde la CMF con su clave única",agent,2025-08-11 10:42:51.734-04,62,2HRCO8IKZ1I6WN8N1THE
534,Se lo envío,user,2025-08-11 11:42:20.94-04,62,GRQGAG36LQ1331I6VJ5V
535,"",user,2025-08-11 11:42:46.367-04,62,11VF87J4PCVLSHO4JFI5
536,"",agent,2025-08-11 12:11:43.61-04,62,SMTSTZHB7P380ZRMYJ4D
537,Un crédito automotriz,user,2025-08-11 13:11:55.548-04,62,GL2P4N1L40IF7JDFPZC6
538,Con foorum,user,2025-08-11 13:12:29.615-04,62,56DWOP2UO24R8Z01RKZ5
539,"podemos hablar por llamada?
",agent,2025-08-11 13:13:03.219-04,62,F0DXF6APIFQLOVOVJNGO
540,Si por favor.,user,2025-08-11 13:13:24.925-04,62,O4UIEWLGY6WACN8E05E2
541,"Correo 
c.meza.veliz1405@gmqil.com",user,2025-08-11 13:23:37.291-04,62,6B64NH7FLXSYKZQWCGJ5
542,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-11 06:45:44.256-04,63,ORVNB5IUFBO5HYXSOQHB
543,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-11 06:45:44.34-04,63,7G5GZE1LUQL4TNT3WDLE
544,Te asignaremos un Asesor en breves momentos,bot,2025-08-11 06:45:45.51-04,63,Z1KZELKQUO8SI3HJBO8R
545,Ok,user,2025-08-11 06:45:56.806-04,63,0CBLWWIMXRHGP5Q6EFGJ
546,Quiero saber si estoy en dicom,user,2025-08-11 06:46:06.546-04,63,4WJ2GSJJTT7403GID651
547,Te asignaremos un Asesor en breves momentos,bot,2025-08-11 06:46:06.852-04,63,JYGFE8I8AQSNZAVVY0Z6
548,Ok,user,2025-08-11 06:46:12.785-04,63,ONJSCERL2OHLDFQUVLI7
549,"👉 Para conocer tu estado en DICOM, debes consultar en https://sec.equifax.cl/compraonline/
👉 También puedes conocer tu estado financiero en https://conocetudeuda.cmfchile.cl/",agent,2025-08-11 09:04:32.878-04,63,MWD26D42ZDS4R1WE70CF
550,"Si tienes problemas con deudas, envíanos alguno de esos informes para revisar si podemos ayudarte.",agent,2025-08-11 09:04:50.755-04,63,COREMCKMZAA74V4U4BOK
551,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-11 08:22:05.87-04,64,600LMWSPT543MM0D8YPP
552,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-11 08:22:05.951-04,64,RKWGD38MAGXE57S4XPJE
553,Te asignaremos un Asesor en breves momentos,bot,2025-08-11 08:22:06.947-04,64,O6RSS338CTKGMPER2VMY
554,Buenos días,user,2025-08-11 08:22:12.431-04,64,4NQWBLGOJZXYGVZYLAYU
555,Necesito saber si soy deudor de pensión de alimentos,user,2025-08-11 08:22:32.125-04,64,28RRXF7BPL4KM8EV7KYD
556,Te asignaremos un Asesor en breves momentos,bot,2025-08-11 08:22:32.338-04,64,YKDMJT7QLVBEDIZ2ER8I
557,Me podría ayudar con eso por favor,user,2025-08-11 08:22:47.054-04,64,842KBQ6SJ2GPXAYJSRAR
558,Necesito ayuda con ese tema,user,2025-08-11 08:23:05.612-04,64,TY7BBO0WQWI5KWTQQPON
559,Te asignaremos un Asesor en breves momentos,bot,2025-08-11 08:23:05.781-04,64,02L8F4OLREI3NES1UR8V
560,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-11 08:52:35.199-04,64,UMZE7H35KFFX0JVKUA0S
561,Necesito saber si soy deudor de pensión de alimentos,user,2025-08-11 08:52:54.883-04,64,AWIVFMPF2AKL0QA28FMI
562,Me podrían ayudar con ese tema porfavor,user,2025-08-11 08:53:06.928-04,64,GG3DINGS4ECQF0J8HZ7E
563,Necesito ayuda porfavor,user,2025-08-11 08:53:59.578-04,64,BFGWY532Q8UN0L05M7BS
564,"Hola, gracias por comunicarte con deudas.cl. 😔Lamentablemente no podemos ayudarte con esa consulta, nuestros servicios están orientados a deudas con tiendas, bancos e instituciones financieras, Ley de quiebra o Insolvencia y similares.",agent,2025-08-11 09:02:29.53-04,64,4T4Z484MZ3CYP1SJBD2E
565,Hola,user,2025-06-21 21:59:49.638-04,65,7G5JMIIKQWNZBO6IOSKW
566,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-06-21 21:59:49.793-04,65,WBQGD3O1M26OCOJWWRER
567,Te asignaremos un Asesor en breves momentos,bot,2025-06-21 21:59:50.6-04,65,QENXYFWROG6LD3F5CXFW
568,"Template:

¡Hola! 👋👋 Agradecemos tu espera. Ya estamos en línea nuevamente, ¿en qué podemos ayudarte?
",agent,2025-06-23 09:15:48.27-04,65,WB2YZ8ZQJM4U73MMFDPO
857,Cómo tanto,user,2025-06-25 12:19:52.26-04,70,B3QR2USJVD0I0C77GD7W
569,"¿Puedes aceptar mi invitación así que puedo obtener un regalo gratis?
https://temu.com/s/1J0KQKF87i1nRa",user,2025-08-11 20:23:45.513-04,65,IS4WNDX021KRHFACPSFO
570,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-07-31 11:47:41.39-04,66,8AUTZOY43BV72UNIC33I
571,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-07-31 11:47:41.727-04,66,7OYJNCIFBYKP3476BD0P
572,Tengo muchas deudas,user,2025-07-31 11:47:59.977-04,66,XPP6EWB0SSBMABEULTLY
573,Y una notificación de demanda por forum,user,2025-07-31 11:48:09.156-04,66,0IFKAZUGZIJIEXA5S0RQ
574,Quiero asesoría legal,user,2025-07-31 11:48:25.085-04,66,K1NKE3UOH3QOCC2GTVKX
575,"Template:

¡Hola! 👋👋 Agradecemos tu espera. Ya estamos en línea nuevamente, ¿en qué podemos ayudarte?
",agent,2025-08-11 08:38:17.379-04,66,MY7ZG5M5D10X2EIT2WF6
576,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-06 22:20:33.333-04,67,1YGAB3ZG1KXX46Z0HZDV
577,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-06 22:20:33.512-04,67,UA87514HFCUXYZCKLE31
578,Para mejorar el costo mensual de mi deuda,user,2025-08-06 22:20:48.381-04,67,TWREUMXCA06VOUCLD4WX
579,"Template:

¡Hola! 👋👋 Agradecemos tu espera. Ya estamos en línea nuevamente, ¿en qué podemos ayudarte?
",agent,2025-08-11 08:38:40.892-04,67,PX27CLKL0DCJW2Y44A0H
580,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-08 12:25:36.861-04,68,W3ERVKH6ZJWOGIRPG0PN
581,"¡Bienvenido! Bienvenido a Deudas.cl 🤝, ¿Cómo te podemos ayudar?",bot,2025-08-08 12:25:37.335-04,68,CGZ4NFD5A5ATU77EOABN
582,Quiero corroborar q la persona q me está atendiendo de dicha empresa sea la correcta ya q con tantas estafas da.miedo,user,2025-08-08 12:26:25.484-04,68,IT6NYYUHG73W10LKIACZ
583,"Buenas tardes, soy Mirko Fernández asesor legal de Deudas.cl ",agent,2025-08-08 12:29:54.253-04,68,0XIV3SDOAN1V5SB8MM7Y
584,Con que ejecutivo se atendió ?,agent,2025-08-08 12:30:09.933-04,68,XWQJ6ZN7VJ4HFNF8V0T8
585,Mire busco el nombre y le contesto altiro ok,user,2025-08-08 12:30:41.97-04,68,2JAIX65P7CMVYPQH53DA
586,Ya mi encontré,user,2025-08-08 12:31:01.143-04,68,X4OMBWA5W7TDLDQR83LG
587,Se llama Cristóbal seron,user,2025-08-08 12:31:09.232-04,68,LQORSH5BI28IQAS8LWNE
588,"Si, trabaja con nosotros, es parte de nuestro equipo. ",agent,2025-08-08 12:32:19.831-04,68,0TBC8O2KC1WOGWYE2HGR
589,Asi que puede seguir adelante sin ningún inconveniente. ,agent,2025-08-08 12:32:36.824-04,68,VFSQLQC4HQNY6YH0XGS6
590,Aaaa.ok muchas gracias envío los datos para q me envíe el formato gracias,user,2025-08-08 12:32:43.177-04,68,HD4T3M2R6WBR3LRMEH3Z
591,"",user,2025-08-11 08:45:06.793-04,68,1BMFFFSH6IBABXR4VYTA
592,Buenos días aquí les mando la copia de la transferencia,user,2025-08-11 09:02:39.556-04,68,SW4MC420ULD0XGF0TVYD
593,Cuáles son los pasos a seguir o esperar la demanda no más ahora,user,2025-08-11 09:02:45.482-04,68,ESGFCBD5T0JKXHDKAW1R
594,Ya q me están llamando de banco estado,user,2025-08-11 09:02:55.243-04,68,CKIJRP3ZY7HIPDVVPTDF
